nodeA	nodeB	weight	sources
LAMP1	TULP3	1.0	BioGRID
LAMP1	VAMP2	1.0	BioGRID
LAMP1	VAMP3	1.0	BioGRID
LAMP1	VANGL1	1.0	BioGRID
LAMP1	VAPA	1.0	BioGRID
LAMP1	VAT1	1.0	BioGRID
LAMP1	VPS45	1.0	BioGRID
LAMP1	VRK2	1.0	BioGRID
LAMP1	WDR6	1.0	BioGRID
LAMP1	YES1	1.0	BioGRID
LAMP1	YKT6	1.0	BioGRID
LAMP1	ZC3HAV1	1.0	BioGRID
LAMP1	ZFPL1	1.0	BioGRID
LAMP2	LAMTOR1	1.0	BioGRID
LAMP2	LYN	1.0	BioGRID
LAMP2	MTOR	1.0	BioGRID
LAMP2	PDXDC1	1.0	BioGRID
LAMP2	RHEB	0.67	IntAct
LAMP2	SFXN3	0.67	IntAct
LAMP2	SNCA	1.0	BioGRID
LAMP2	SNRPA1	1.0	BioGRID
LAMP2	UCHL1	1.0	BioGRID
LAMP2	WDR59	1.0	BioGRID
LAMP3	LTN1	0.53	IntAct
LAMP3	MAD2L2	0.53	IntAct
LAMP3	MARCHF5	0.53	IntAct
LAMP3	METTL15	0.53	IntAct
LAMP3	MYADM	0.53	IntAct
LAMP3	NARS2	0.53	IntAct
LAMP3	NEK6	0.53	IntAct
LAMP3	NEK7	0.53	IntAct
LAMP3	PDS5A	0.53	IntAct
LAMP3	RAB39B	0.53	IntAct
LAMP3	RAB3B	1.0	BioGRID
LAMP3	RABGGTA	0.53	IntAct
LAMP3	RNF213	0.53	IntAct
LAMP3	SGPP1	0.53	IntAct
LAMP3	TAMM41	0.53	IntAct
LAMP3	TBRG4	0.53	IntAct
LAMP3	TUBB3	0.53	IntAct
LAMP3	UCKL1	0.53	IntAct
LAMP3	UGDH	0.53	IntAct
LAMP3	XRCC3	0.53	IntAct
LAMTOR1	LAMTOR2	1.0	BioGRID+IntAct
LAMTOR1	LAMTOR3	1.0	BioGRID+IntAct
LAMTOR1	LAMTOR4	1.0	BioGRID+IntAct
LAMTOR1	LAMTOR5	1.0	BioGRID+IntAct
LAMTOR1	MCAM	1.0	BioGRID
LAMTOR1	MFSD8	1.0	BioGRID
LAMTOR1	NDRG1	1.0	BioGRID
LAMTOR1	NLRP3	1.0	BioGRID
LAMTOR1	PRKAA1	1.0	BioGRID
LAMTOR1	PRKAA2	1.0	BioGRID
LAMTOR1	PRKAB1	1.0	BioGRID
LAMTOR1	PRKAG1	1.0	BioGRID
LAMTOR1	RAB11A	1.0	BioGRID
LAMTOR1	RAB14	1.0	BioGRID
LAMTOR1	RAB2A	1.0	BioGRID
LAMTOR1	RAB7A	1.0	BioGRID
LAMTOR1	RAB9A	1.0	BioGRID
LAMTOR1	RAC1	1.0	BioGRID
LAMTOR1	RHOA	1.0	BioGRID
LAMTOR1	RPTOR	1.0	BioGRID+IntAct
LAMTOR1	RRAGA	1.0	BioGRID+IntAct
LAMTOR1	RRAGB	1.0	BioGRID+IntAct
LAMTOR1	RRAGC	1.0	BioGRID+IntAct
LAMTOR1	RRAGD	1.0	BioGRID+IntAct
LAMTOR1	RUFY1	1.0	BioGRID
LAMTOR1	SDCBP	1.0	BioGRID
LAMTOR1	SLC2A1	1.0	BioGRID
LAMTOR1	SNAPIN	1.0	BioGRID
LAMTOR1	STEAP3	1.0	BioGRID
LAMTOR1	TFCP2	1.0	BioGRID
LAMTOR1	TMEM106B	1.0	BioGRID
LAMTOR1	UBC	1.0	BioGRID
LAMTOR1	WDR11	1.0	BioGRID
LAMTOR1	WWOX	1.0	BioGRID
LAMTOR2	LAMTOR3	1.0	BioGRID+IntAct
LAMTOR2	LAMTOR4	1.0	BioGRID+IntAct
LAMTOR2	LAMTOR5	1.0	BioGRID+IntAct
LAMTOR2	MAP2K1	1.0	BioGRID
LAMTOR2	RAB7A	1.0	BioGRID
LAMTOR2	RRAGA	1.0	BioGRID+IntAct
LAMTOR2	RRAGB	1.0	BioGRID+IntAct
LAMTOR2	RRAGC	1.0	BioGRID+IntAct
LAMTOR2	RRAGD	1.0	BioGRID+IntAct
LAMTOR3	LAMTOR4	1.0	BioGRID+IntAct
LAMTOR3	LAMTOR5	1.0	BioGRID+IntAct
LAMTOR3	MAP2K1	1.0	BioGRID
LAMTOR3	MAPK1	1.0	BioGRID
LAMTOR3	RAB7A	1.0	BioGRID
LAMTOR3	RPTOR	1.0	BioGRID
LAMTOR3	RRAGA	1.0	BioGRID
LAMTOR3	RRAGB	1.0	BioGRID+IntAct
LAMTOR3	RRAGC	1.0	BioGRID+IntAct
LAMTOR3	RRAGD	1.0	BioGRID+IntAct
LAMTOR4	LAMTOR5	1.0	BioGRID+IntAct
LAMTOR4	RPTOR	1.0	BioGRID+IntAct
LAMTOR4	RRAGA	1.0	BioGRID+IntAct
LAMTOR4	RRAGB	1.0	BioGRID
LAMTOR4	RRAGC	1.0	BioGRID+IntAct
LAMTOR4	RRAGD	1.0	BioGRID
LAMTOR5	NCOA6	1.0	BioGRID
LAMTOR5	RPTOR	1.0	BioGRID+IntAct
LAMTOR5	RRAGA	1.0	BioGRID+IntAct
LAMTOR5	RRAGB	1.0	BioGRID+IntAct
LAMTOR5	RRAGC	1.0	BioGRID+IntAct
LAMTOR5	RRAGD	1.0	BioGRID
LAMTOR5	TCAP	1.0	BioGRID+IntAct
LAMTOR5	TP53	1.0	BioGRID
LAMTOR5	ZBTB16	1.0	BioGRID+IntAct
LANCL1	MAPT	1.0	BioGRID+IntAct
LANCL1	RAB11A	1.0	BioGRID
LANCL1	TOPBP1	1.0	BioGRID
LANCL1	TRIM21	1.0	BioGRID
LANCL2	MAPT	0.53	IntAct
LANCL2	MINDY3	0.53	IntAct
LAPTM4A	NEDD4	1.0	BioGRID
LAPTM4A	RUSF1	0.53	IntAct
LARGE1	RANBP10	0.51	IntAct
LARGE2	MGAT4C	0.53	IntAct
LARGE2	PLAUR	0.53	IntAct
LARP1	MTOR	1.0	BioGRID
LARP1	NPM1	1.0	BioGRID
LARP1	PABPC1	1.0	BioGRID
LARP1	PABPC4	1.0	BioGRID
LARP1	PAIP1	1.0	BioGRID
LARP1	RBM39	1.0	BioGRID
LARP1	RC3H1	1.0	BioGRID
LARP1	RPL10	1.0	BioGRID
LARP1	RPS10	1.0	BioGRID
LARP1	RPS16	1.0	BioGRID
LARP1	RPS20	1.0	BioGRID
LARP1	RPS3	1.0	BioGRID
LARP1	RPS3A	1.0	BioGRID
LARP1	RPS8	1.0	BioGRID
LARP1	RPTOR	1.0	BioGRID
LARP1	SFN	1.0	BioGRID
LARP1	SNRNP70	1.0	BioGRID+IntAct
LARP1	SRSF3	1.0	BioGRID
LARP1	STK4	1.0	BioGRID
LARP1	TOPBP1	1.0	BioGRID
LARP1	TRIM25	1.0	BioGRID
LARP1	YWHAB	1.0	BioGRID
LARP1	YWHAE	1.0	BioGRID+IntAct
LARP1	YWHAG	1.0	BioGRID
LARP1	YWHAH	1.0	BioGRID
LARP1	YWHAQ	1.0	BioGRID
LARP1	YWHAZ	1.0	BioGRID
LARP1	ZC3H3	0.53	IntAct
LARP1	ZCRB1	0.53	IntAct
LARP4	LARP4B	1.0	BioGRID
LARP4	MYC	1.0	BioGRID
LARP4	NPM1	1.0	BioGRID
LARP4	PAIP1	1.0	BioGRID
LARP4	PRKACA	1.0	BioGRID
LARP4	RPS20	1.0	BioGRID
LARP4	STK4	1.0	BioGRID
LARP4	YTHDF3	1.0	BioGRID
LARP4	ZC3H7A	1.0	BioGRID
LARP4B	MKRN2	1.0	BioGRID
LARP4B	MKRN3	1.0	BioGRID
LARP4B	MOV10	1.0	BioGRID
LARP4B	PABPC1	1.0	BioGRID
LARP4B	PABPC4	1.0	BioGRID
LARP4B	PAIP1	1.0	BioGRID
LARP4B	PRMT1	1.0	BioGRID
LARP4B	RACK1	0.88	IntAct
LARP4B	SERBP1	1.0	BioGRID
LARP4B	STK4	1.0	BioGRID
LARP4B	UPF1	1.0	BioGRID
LARP4B	ZCCHC3	1.0	BioGRID
LARP6	STRAP	1.0	BioGRID+IntAct
LARP7	LTV1	1.0	BioGRID
LARP7	MEPCE	1.0	BioGRID
LARP7	MRPL2	1.0	BioGRID
LARP7	MTA2	1.0	BioGRID
LARP7	MYBBP1A	1.0	BioGRID
LARP7	NAT10	1.0	BioGRID
LARP7	NCL	1.0	BioGRID
LARP7	NIFK	1.0	BioGRID
LARP7	NOP56	1.0	BioGRID
LARP7	PARP1	1.0	BioGRID
LARP7	POP1	1.0	BioGRID
LARP7	PPM1G	1.0	BioGRID
LARP7	PSMD2	1.0	BioGRID
LARP7	PURA	1.0	BioGRID
LARP7	PURB	1.0	BioGRID
LARP7	RNF2	1.0	BioGRID
LARP7	RPL11	1.0	BioGRID
LARP7	RPL17	1.0	BioGRID
LARP7	RPL19	1.0	BioGRID
LARP7	RPL23A	1.0	BioGRID
LARP7	RPL26	1.0	BioGRID
LARP7	RPL26L1	1.0	BioGRID
LARP7	RPL3	1.0	BioGRID
LARP7	RPL31	1.0	BioGRID
LARP7	RPL35	1.0	BioGRID
LARP7	RPL36AL	1.0	BioGRID
LARP7	RPL5	1.0	BioGRID
LARP7	RPL6	1.0	BioGRID
LARP7	RPLP0	1.0	BioGRID
LARP7	RPP25	1.0	BioGRID
LARP7	RPS10	1.0	BioGRID
LARP7	RPS14	1.0	BioGRID
LARP7	RPS16	1.0	BioGRID
LARP7	RPS19	1.0	BioGRID
LARP7	RPS2	1.0	BioGRID
LARP7	RPS24	1.0	BioGRID
LARP7	RPS27A	1.0	BioGRID
LARP7	RPS3	1.0	BioGRID
LARP7	RPS3A	1.0	BioGRID
LARP7	RPS6	1.0	BioGRID
LARP7	RPS8	1.0	BioGRID+IntAct
LARP7	RPS9	1.0	BioGRID
LARP7	RPSA	1.0	BioGRID
LARP7	RSL1D1	1.0	BioGRID
LARP7	SART3	1.0	BioGRID+IntAct
LARP7	SERBP1	1.0	BioGRID
LARP7	SF3B1	1.0	BioGRID
LARP7	SF3B2	1.0	BioGRID
LARP7	SNRNP70	1.0	BioGRID+IntAct
LARP7	SNRPA	1.0	BioGRID
LARP7	SNRPB	1.0	BioGRID
LARP7	SNRPF	1.0	BioGRID
LARP7	SRP19	1.0	BioGRID
LARP7	SRP68	1.0	BioGRID
LARP7	SRP72	1.0	BioGRID
LARP7	SRP9	1.0	BioGRID
LARP7	SRSF1	1.0	BioGRID
LARP7	SRSF5	1.0	BioGRID
LARP7	SRSF6	1.0	BioGRID
LARP7	SRSF7	1.0	BioGRID
LARP7	SSB	1.0	BioGRID
LARP7	STAU1	1.0	BioGRID
LARP7	TAF15	1.0	BioGRID
LARP7	TGS1	1.0	BioGRID
LARP7	TRA2A	1.0	BioGRID
LARP7	TRIM28	1.0	BioGRID
LARP7	TUT1	1.0	BioGRID
LARP7	YBX1	1.0	BioGRID
LARP7	YBX2	1.0	BioGRID
LARP7	YBX3	1.0	BioGRID
LARP7	YTHDC2	1.0	BioGRID
LARP7	ZC3H8	1.0	BioGRID+IntAct
LARP7	ZC3HAV1	1.0	BioGRID
LARP7	ZCCHC3	1.0	BioGRID
LARP7	ZCRB1	1.0	BioGRID+IntAct
LARP7	ZFR	1.0	BioGRID
LARP7	ZNF346	1.0	BioGRID
LARS1	MARS1	0.53	IntAct
LARS1	MTOR	0.46	IntAct
LARS1	QARS1	0.53	IntAct
LARS1	RARS1	0.76	IntAct
LARS1	RPTOR	0.51	IntAct
LARS1	RRAGD	0.6	IntAct
LARS1	SDCCAG8	0.53	IntAct
LARS2	MRM1	1.0	BioGRID
LARS2	MRPL21	0.53	IntAct
LARS2	MTG2	1.0	BioGRID
LARS2	NDUFS7	0.53	IntAct
LARS2	YBEY	0.53	IntAct
LASP1	MAPT	0.42	IntAct
LASP1	MYC	1.0	BioGRID
LASP1	RDH12	0.53	IntAct
LASP1	SLC25A32	0.53	IntAct
LASP1	SNAI1	1.0	BioGRID
LASP1	SNRNP27	0.53	IntAct
LASP1	TAS2R41	0.53	IntAct
LASP1	UBQLN2	1.0	BioGRID
LASP1	UHRF1	1.0	BioGRID
LASP1	ZDHHC17	1.0	BioGRID
LASP1	ZNF764	0.53	IntAct
LASP1	ZYX	1.0	BioGRID
LAT	LCK	1.0	BioGRID
LAT	MAP4K1	1.0	BioGRID
LAT	PIK3R1	1.0	BioGRID
LAT	PLCG1	1.0	BioGRID
LAT	PTPN1	1.0	BioGRID
LAT	PTPN6	1.0	BioGRID
LAT	SH3BP2	1.0	BioGRID
LAT	SHB	1.0	BioGRID
LAT	THEMIS	0.46	IntAct
LAT	TRAF6	1.0	BioGRID
LAT	VAV1	1.0	BioGRID
LATS1	LATS2	1.0	BioGRID
LATS1	LIMD1	1.0	BioGRID
LATS1	LZTS2	1.0	BioGRID
LATS1	MAGI1	1.0	BioGRID
LATS1	MAP3K2	1.0	BioGRID
LATS1	MAP4K2	1.0	BioGRID
LATS1	MINK1	1.0	BioGRID
LATS1	MOB1A	1.0	BioGRID+IntAct
LATS1	MOB1B	1.0	BioGRID+IntAct
LATS1	NEDD4	1.0	BioGRID
LATS1	NF2	1.0	BioGRID
LATS1	OFD1	1.0	BioGRID
LATS1	PARD3	1.0	BioGRID
LATS1	PKP4	1.0	BioGRID
LATS1	PPP1CA	1.0	BioGRID
LATS1	PPP1R12A	1.0	BioGRID
LATS1	PPP1R13B	1.0	BioGRID
LATS1	PRKAR1A	1.0	BioGRID
LATS1	PTPN13	1.0	BioGRID
LATS1	PTPN14	1.0	BioGRID
LATS1	RASSF1	1.0	BioGRID
LATS1	SAV1	1.0	BioGRID
LATS1	SEC16A	1.0	BioGRID
LATS1	SIPA1L2	1.0	BioGRID
LATS1	SRC	1.0	BioGRID
LATS1	STK3	1.0	BioGRID
LATS1	STK4	1.0	BioGRID
LATS1	STXBP4	1.0	BioGRID
LATS1	TJP2	1.0	BioGRID
LATS1	TRAF1	1.0	BioGRID
LATS1	UBQLN2	1.0	BioGRID
LATS1	USP9X	1.0	BioGRID
LATS1	WWP2	1.0	BioGRID
LATS1	WWTR1	1.0	BioGRID+IntAct
LATS1	XIAP	1.0	BioGRID
LATS1	YAP1	1.0	BioGRID+IntAct
LATS1	YWHAB	1.0	BioGRID
LATS1	YWHAG	1.0	BioGRID
LATS1	YWHAH	1.0	BioGRID
LATS1	YWHAQ	1.0	BioGRID
LATS1	ZYX	1.0	BioGRID
LATS2	LIMD1	1.0	BioGRID
LATS2	LONP1	1.0	BioGRID
LATS2	LZTS2	1.0	BioGRID
LATS2	MAP3K5	1.0	BioGRID
LATS2	MDM2	1.0	BioGRID
LATS2	MOB1A	1.0	BioGRID+IntAct
LATS2	MOB1B	1.0	BioGRID+IntAct
LATS2	MPDZ	1.0	BioGRID
LATS2	NEDD4	1.0	BioGRID
LATS2	NF2	1.0	BioGRID
LATS2	PARD3	1.0	BioGRID
LATS2	PLOD1	1.0	BioGRID
LATS2	PPP1R13B	1.0	BioGRID
LATS2	PPP2R1A	1.0	BioGRID
LATS2	PTPN13	1.0	BioGRID
LATS2	RAF1	1.0	BioGRID
LATS2	RASSF1	1.0	BioGRID
LATS2	SAV1	1.0	BioGRID
LATS2	SEC16A	1.0	BioGRID
LATS2	SIAH2	1.0	BioGRID
LATS2	SNAI1	1.0	BioGRID
LATS2	SRC	1.0	BioGRID
LATS2	STK3	1.0	BioGRID
LATS2	STK4	1.0	BioGRID
LATS2	STXBP4	1.0	BioGRID
LATS2	USP9X	1.0	BioGRID
LATS2	WTIP	1.0	BioGRID
LATS2	YAP1	1.0	BioGRID
LATS2	YWHAG	1.0	BioGRID
LATS2	YWHAH	1.0	BioGRID
LBP	PRDX4	0.6	IntAct
LBR	LMNA	1.0	BioGRID
LBR	LMNB1	1.0	BioGRID
LBR	MECP2	1.0	BioGRID
LBR	MYC	1.0	BioGRID
LBR	NBR1	1.0	BioGRID
LBR	NPM1	1.0	BioGRID
LBR	RAC1	1.0	BioGRID
LBR	RHOA	1.0	BioGRID
LBR	UBE2A	1.0	BioGRID
LBR	XRCC6	1.0	BioGRID
LBR	YWHAG	1.0	BioGRID
LBR	YWHAH	1.0	BioGRID
LCA5	NAP1L4	1.0	BioGRID
LCA5	OFD1	1.0	BioGRID
LCA5	PCM1	1.0	BioGRID
LCA5	SRPK2	0.44	IntAct
LCA5	SSNA1	1.0	BioGRID+IntAct
LCA5	SSX2IP	1.0	BioGRID
LCA5	TFIP11	1.0	BioGRID
LCA5	UBE2O	1.0	BioGRID
LCA5	YWHAG	1.0	BioGRID
LCA5	YWHAH	1.0	BioGRID
LCE2C	PCSK5	0.56	IntAct
LCE3D	SRPK1	0.44	IntAct
LCE3D	SRPK2	0.44	IntAct
LCK	LZTS2	1.0	BioGRID
LCK	MAPT	1.0	BioGRID
LCK	PI4KA	1.0	BioGRID
LCK	PIK3CA	1.0	BioGRID
LCK	PIK3R1	1.0	BioGRID
LCK	PTPN6	1.0	BioGRID
LCK	SYK	1.0	BioGRID
LCK	UBC	1.0	BioGRID
LCK	UBE3A	1.0	BioGRID
LCK	UNC119	1.0	BioGRID
LCK	USP11	1.0	BioGRID
LCK	WAS	1.0	BioGRID
LCK	YES1	1.0	BioGRID
LCMT2	TKT	0.53	IntAct
LCN15	NUDT15	0.53	IntAct
LCN15	POTEF	0.53	IntAct
LCOR	MTF2	1.0	BioGRID
LCOR	PHF1	1.0	BioGRID
LCOR	PHF19	1.0	BioGRID
LCOR	RBBP4	1.0	BioGRID
LCOR	SUZ12	1.0	BioGRID+IntAct
LCP2	LYN	1.0	BioGRID
LCP2	NCK1	1.0	BioGRID
LCP2	PIK3R1	1.0	BioGRID
LCP2	PLCG1	1.0	BioGRID
LCP2	PTPN6	1.0	BioGRID
LCP2	SHB	1.0	BioGRID
LCP2	SYK	1.0	BioGRID
LCP2	TNK2	1.0	BioGRID
LCP2	VAV1	1.0	BioGRID
LDB1	LHX1	1.0	BioGRID
LDB1	LHX3	1.0	BioGRID
LDB1	LHX4	1.0	BioGRID+IntAct
LDB1	LHX8	1.0	BioGRID
LDB1	LHX9	1.0	BioGRID
LDB1	LMO2	1.0	BioGRID+IntAct
LDB1	LMO4	1.0	BioGRID
LDB1	LMX1B	1.0	BioGRID+IntAct
LDB1	RLIM	1.0	BioGRID
LDB1	SSBP2	1.0	BioGRID
LDB1	SSBP3	1.0	BioGRID
LDB1	SSBP4	1.0	BioGRID+IntAct
LDB1	SYNGAP1	1.0	BioGRID
LDB1	TAL1	1.0	BioGRID
LDB1	YWHAZ	0.4	IntAct
LDHA	LDHB	1.0	BioGRID+IntAct
LDHA	LDHC	1.0	BioGRID+IntAct
LDHA	MAPT	0.57	IntAct
LDHA	MARCKSL1	1.0	BioGRID
LDHA	MDH1	1.0	BioGRID
LDHA	MYC	1.0	BioGRID
LDHA	NDRG1	1.0	BioGRID
LDHA	PAXIP1	1.0	BioGRID
LDHA	PPM1K	0.4	IntAct
LDHA	PRNP	1.0	BioGRID
LDHA	PTEN	1.0	BioGRID
LDHA	RPA1	1.0	BioGRID
LDHA	RPA2	1.0	BioGRID
LDHA	RPA3	1.0	BioGRID
LDHA	SOD1	1.0	BioGRID
LDHA	SORD	1.0	BioGRID
LDHA	SQSTM1	1.0	BioGRID
LDHA	STK4	1.0	BioGRID
LDHA	SUCLG2	1.0	BioGRID
LDHA	TOPBP1	1.0	BioGRID
LDHA	TP53	1.0	BioGRID
LDHB	LDHC	1.0	BioGRID+IntAct
LDHB	MAPT	0.42	IntAct
LDHB	NME2	1.0	BioGRID
LDHB	PRNP	1.0	BioGRID
LDHB	PTEN	1.0	BioGRID
LDHB	SOD1	1.0	BioGRID
LDHB	TOPBP1	1.0	BioGRID
LDHB	TP53	1.0	BioGRID
LDHB	TRIM25	1.0	BioGRID
LDHB	VCAM1	0.53	IntAct
LDHB	YWHAB	1.0	BioGRID
LDHB	YWHAG	1.0	BioGRID
LDHB	YWHAZ	1.0	BioGRID
LDHC	LIG4	1.0	BioGRID
LDLR	LRPAP1	1.0	BioGRID+IntAct
LDLR	MGAT4C	0.53	IntAct
LDLR	MYLIP	1.0	BioGRID
LDLR	PRG2	0.53	IntAct
LDLR	PRG3	0.64	IntAct
LDLR	PRNP	1.0	BioGRID
LDLR	SNX17	1.0	BioGRID
LDLR	TYW3	0.53	IntAct
LDLR	UST	0.53	IntAct
LDLR	ZFP41	0.53	IntAct
LDLR	ZNF408	0.53	IntAct
LDLRAP1	LRP2	1.0	BioGRID
LDLRAP1	NLN	0.53	IntAct
LDLRAP1	PSD4	1.0	BioGRID+IntAct
LDLRAP1	STN1	0.89	IntAct
LDOC1	LNX1	1.0	BioGRID
LDOC1	NOD2	1.0	BioGRID
LDOC1	PEG10	1.0	BioGRID+IntAct
LDOC1	PRPF31	0.85	IntAct
LEF1	NFE2L2	1.0	BioGRID
LEF1	NLK	1.0	BioGRID
LEF1	PIAS4	1.0	BioGRID
LEF1	PRMT6	0.64	IntAct
LEF1	RNF138	1.0	BioGRID
LEF1	SMAD2	1.0	BioGRID
LEF1	SMAD3	1.0	BioGRID
LEF1	SMAD7	1.0	BioGRID
LEF1	STAT5A	1.0	BioGRID
LEF1	TLE1	1.0	BioGRID
LEFTY1	LEFTY2	0.53	IntAct
LEFTY1	MTOR	0.53	IntAct
LEMD2	LMNA	1.0	BioGRID
LEMD2	SGSM3	0.59	IntAct
LEMD2	SLC7A1	1.0	BioGRID+IntAct
LEMD2	TCF7L2	1.0	BioGRID
LEMD3	LMNA	1.0	BioGRID
LEMD3	LPAR1	0.64	IntAct
LEMD3	LRRC32	0.53	IntAct
LEMD3	MME	0.53	IntAct
LEMD3	NUP35	1.0	BioGRID
LEMD3	RAB11A	1.0	BioGRID
LEMD3	RAB4A	1.0	BioGRID
LEMD3	RAB5A	1.0	BioGRID
LEMD3	RAC1	1.0	BioGRID
LEMD3	RET	1.0	BioGRID
LEMD3	RHOA	1.0	BioGRID
LEMD3	SGCA	0.53	IntAct
LEMD3	SMAD2	1.0	BioGRID
LEMD3	SMAD3	1.0	BioGRID+IntAct
LEMD3	SYT12	0.53	IntAct
LEMD3	TMPO	1.0	BioGRID
LEMD3	TPX2	1.0	BioGRID
LEMD3	TRHDE	0.53	IntAct
LEMD3	WBP1	0.53	IntAct
LEMD3	ZNRF4	0.53	IntAct
LENG1	TFIP11	1.0	BioGRID
LENG1	TRIM68	0.53	IntAct
LENG1	YEATS4	0.53	IntAct
LENG1	ZRANB1	1.0	BioGRID
LEO1	PAF1	1.0	BioGRID+IntAct
LEO1	PPP1CC	1.0	BioGRID
LEO1	PTPN11	1.0	BioGRID
LEO1	PTPN6	1.0	BioGRID
LEO1	RTF1	1.0	BioGRID+IntAct
LEO1	SSRP1	1.0	BioGRID
LEO1	SUPT16H	1.0	BioGRID
LEO1	SUPT5H	1.0	BioGRID
LEO1	TCEA1	1.0	BioGRID+IntAct
LETM1	PCNA	1.0	BioGRID
LETM1	PRNP	1.0	BioGRID
LETM1	SFXN1	1.0	BioGRID
LETM1	SNRNP27	0.53	IntAct
LETM1	UBQLN2	1.0	BioGRID
LETM1	UNC93B1	1.0	BioGRID
LETM1	USP47	0.53	IntAct
LETMD1	PEX19	1.0	BioGRID+IntAct
LETMD1	POMK	1.0	BioGRID+IntAct
LETMD1	RTN4IP1	1.0	BioGRID+IntAct
LGALS1	LGALS3	1.0	BioGRID
LGALS1	LGALS3BP	1.0	BioGRID
LGALS1	LINGO2	0.53	IntAct
LGALS1	LRFN4	0.53	IntAct
LGALS1	MET	1.0	BioGRID
LGALS1	MYC	1.0	BioGRID
LGALS1	PECAM1	0.68	IntAct
LGALS1	PTPRA	0.64	IntAct
LGALS1	RAC1	1.0	BioGRID
LGALS1	S1PR2	0.53	IntAct
LGALS1	SPN	1.0	BioGRID
LGALS1	STK4	1.0	BioGRID
LGALS1	TYW3	0.53	IntAct
LGALS1	VASN	0.64	IntAct
LGALS1	VCAM1	1.0	BioGRID+IntAct
LGALS1	VIPR2	0.53	IntAct
LGALS12	LIMD1	0.53	IntAct
LGALS13	PWP1	0.53	IntAct
LGALS13	UBB	0.53	IntAct
LGALS2	LTA	1.0	BioGRID
LGALS2	TUBA1B	1.0	BioGRID
LGALS3	LGALS3BP	1.0	BioGRID
LGALS3	LGALS9C	0.53	IntAct
LGALS3	LPAR2	0.62	IntAct
LGALS3	MAP1LC3A	1.0	BioGRID
LGALS3	MCAM	1.0	BioGRID
LGALS3	MFAP3	0.53	IntAct
LGALS3	MFSD4A	0.53	IntAct
LGALS3	MRC2	0.53	IntAct
LGALS3	NCR3	0.6	IntAct
LGALS3	OSTM1	0.53	IntAct
LGALS3	PAXIP1	1.0	BioGRID
LGALS3	PTGFRN	0.64	IntAct
LGALS3	PTPRJ	0.64	IntAct
LGALS3	RNF167	0.53	IntAct
LGALS3	RRAGC	0.53	IntAct
LGALS3	RTN4RL2	0.53	IntAct
LGALS3	SERINC1	0.53	IntAct
LGALS3	SLC12A7	1.0	BioGRID+IntAct
LGALS3	SLC15A4	1.0	BioGRID+IntAct
LGALS3	SLC17A5	1.0	BioGRID
LGALS3	SLC1A5	1.0	BioGRID
LGALS3	SLC26A2	1.0	BioGRID+IntAct
LGALS3	SLC30A1	0.64	IntAct
LGALS3	SLC4A7	0.64	IntAct
LGALS3	SLC6A8	1.0	BioGRID
LGALS3	SLC9A6	0.53	IntAct
LGALS3	SNCA	1.0	BioGRID
LGALS3	TMEM182	0.56	IntAct
LGALS3	TMEM63A	0.53	IntAct
LGALS3	TRIM49	1.0	BioGRID
LGALS3	TRIM5	1.0	BioGRID
LGALS3	TSPAN2	0.53	IntAct
LGALS3BP	MAGED2	1.0	BioGRID
LGALS3BP	MIOS	0.53	IntAct
LGALS3BP	MZT2A	1.0	BioGRID+IntAct
LGALS3BP	NKRF	1.0	BioGRID+IntAct
LGALS3BP	PDE4DIP	1.0	BioGRID
LGALS3BP	POLE	0.53	IntAct
LGALS3BP	PRNP	1.0	BioGRID
LGALS3BP	RAE1	1.0	BioGRID+IntAct
LGALS3BP	RGPD8	0.53	IntAct
LGALS3BP	SAMHD1	1.0	BioGRID
LGALS3BP	SPRYD3	1.0	BioGRID+IntAct
LGALS3BP	TNFRSF10A	1.0	BioGRID
LGALS3BP	TRAPPC10	0.64	IntAct
LGALS3BP	TUBG1	1.0	BioGRID+IntAct
LGALS3BP	TUBGCP2	1.0	BioGRID+IntAct
LGALS3BP	TUBGCP3	1.0	BioGRID+IntAct
LGALS3BP	TUBGCP5	0.53	IntAct
LGALS3BP	TUBGCP6	1.0	BioGRID+IntAct
LGALS3BP	WNT4	1.0	BioGRID
LGALS7	MYC	1.0	BioGRID
LGALS7	PKN2	0.53	IntAct
LGALS7	RBM24	0.53	IntAct
LGALS7	TBC1D22B	0.53	IntAct
LGALS8	LRRC4B	0.53	IntAct
LGALS8	LRRC8A	0.53	IntAct
LGALS8	LRRC8C	0.53	IntAct
LGALS8	LRRC8E	0.53	IntAct
LGALS8	LRRK2	1.0	BioGRID
LGALS8	MCAM	0.53	IntAct
LGALS8	MFAP3	0.53	IntAct
LGALS8	MRC2	0.53	IntAct
LGALS8	NECTIN1	0.53	IntAct
LGALS8	OSTM1	0.53	IntAct
LGALS8	PTGFRN	0.53	IntAct
LGALS8	PTPRA	0.53	IntAct
LGALS8	PTPRJ	0.53	IntAct
LGALS8	RNF13	0.53	IntAct
LGALS8	RRAGC	0.53	IntAct
LGALS8	SDCBP	1.0	BioGRID
LGALS8	SLC12A7	0.53	IntAct
LGALS8	SLC12A9	0.53	IntAct
LGALS8	SLC17A5	1.0	BioGRID+IntAct
LGALS8	SLC1A1	0.53	IntAct
LGALS8	SLC26A2	0.53	IntAct
LGALS8	SLC30A1	0.53	IntAct
LGALS8	SLC31A1	0.53	IntAct
LGALS8	SLC35A5	0.53	IntAct
